REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	ENCFF697BQR_sorted.bam	ENCFF225QVL_sorted.bam
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_7417_lociStitched	chr3	4867266	4869459	2	1976	3169.7622	245.1774
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_3990_lociStitched	chr16	27326074	27328266	3	1922	2355.0848	305.1264
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1876_lociStitched	chr11	61970432	61972624	2	1739	2146.8448	265.0128
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_9598_lociStitched	chr7	4744582	4746751	3	1023	1623.4965	232.2999
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_9556_lociStitched	chr6	169213331	169215488	2	853	1695.1863	297.4503
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_10191_lociStitched	chr8	47658667	47660823	2	1606	2491.4736	167.09
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1293_lociStitched	chr10	63628863	63631010	3	1442	1916.4122	213.6265
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_2434_lociStitched	chr12	48197197	48199329	3	1838	2398.0736	219.3828
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4479_lociStitched	chr17	28345648	28347775	2	615	1500.5985	230.5668
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_6036_lociStitched	chr2	27914202	27916319	3	895	1611.8838	296.8034
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_10098_lociStitched	chr8	22657253	22659368	3	1648	1876.428	256.1265
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4817_lociStitched	chr17	68377337	68379449	2	1849	2501.4528	221.3376
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4526_lociStitched	chr17	38255108	38257207	2	522	1124.6442	112.9262
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_3594_lociStitched	chr15	56146933	56149024	3	1026	1640.3895	309.2589
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_5988_lociStitched	chr2	26650883	26652960	3	1159	1932.2331	222.4467
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_122_lociStitched	chr1	15833762	15835835	1	2074	3098.3058	243.7848
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_2716_lociStitched	chr12	109461987	109464059	3	1145	1540.1176	200.5696
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_3297_lociStitched	chr14	61476079	61478142	2	1835	2569.6728	353.3919
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4452_lociStitched	chr17	19537838	19539899	3	871	1219.4937	243.198
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_8513_lociStitched	chr5	88732375	88734426	2	574	1198.3993	215.7652
4_/mnt/vdb/MACS/human/ENCFF183VRP_peak_6502_lociStitched	chr2	177241459	177243509	4	1543	2111.295	321.03
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4722_lociStitched	chr17	57663328	57665348	2	723	1416.828	268.66
4_/mnt/vdb/MACS/human/ENCFF183VRP_peak_3079_lociStitched	chr13	108915433	108917449	4	1468	2004.5088	295.5456
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_9289_lociStitched	chr6	53358790	53360805	2	1720	1711.7425	167.4465
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_7972_lociStitched	chr3	188294662	188296675	2	462	1411.7169	183.9882
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_10880_lociStitched	chr9	130846427	130848433	2	1549	1996.7724	252.5554
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_3394_lociStitched	chr14	76917753	76919757	2	1654	2215.8228	279.558
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_2826_lociStitched	chr12	122399201	122401200	2	1714	2465.3667	293.2533
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_470_lociStitched	chr1	58814912	58816909	1	1998	1971.039	179.73
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_3034_lociStitched	chr13	51590089	51592085	2	442	1500.1936	343.5116
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_5651_lociStitched	chr19	41323036	41325027	3	1669	1845.0597	233.5443
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_3957_lociStitched	chr16	19117454	19119437	2	477	1243.9359	223.0875
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_258_lociStitched	chr1	26619954	26621936	2	1825	2456.0944	235.858
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_5250_lociStitched	chr19	3335724	3337702	2	1723	1878.7044	239.1402
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_8371_lociStitched	chr4	184399232	184401207	3	1146	1591.2575	208.165
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4082_lociStitched	chr16	56539430	56541398	2	1084	1437.4272	128.5104
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_7166_lociStitched	chr22	20551120	20553087	3	1356	2086.3969	282.8546
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_7359_lociStitched	chr22	42994859	42996818	3	1161	1400.0973	172.1961
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_8744_lociStitched	chr5	149938164	149940117	3	1582	2018.0349	210.1428
4_/mnt/vdb/MACS/human/ENCFF183VRP_peak_2121_lociStitched	chr11	110431842	110433771	4	1487	1456.2021	184.0266
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_6062_lociStitched	chr2	37324125	37326046	2	546	1089.207	91.8238
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_6732_lociStitched	chr20	1933813	1935727	2	512	1341.9054	266.4288
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_8539_lociStitched	chr5	91381220	91383132	1	1913	2286.752	250.8544
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_8301_lociStitched	chr4	140150269	140152180	2	1759	1745.6985	144.0894
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_295_lociStitched	chr1	30797815	30799716	3	1360	1742.2665	219.5655
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_10043_lociStitched	chr7	155950770	155952669	2	1187	1729.2294	251.2377
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_2274_lociStitched	chr12	6335520	6337418	2	1457	2214.2068	251.485
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_5508_lociStitched	chr19	19405034	19406917	2	701	901.3921	112.7917
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_6792_lociStitched	chr20	23360755	23362634	2	1474	2225.4876	192.2217
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_923_lociStitched	chr1	184534751	184536630	3	1101	1472.7602	214.0181
4_/mnt/vdb/MACS/human/ENCFF183VRP_peak_10837_lociStitched	chr9	128093492	128095365	4	1436	1687.573	221.5759
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1759_lociStitched	chr11	12692374	12694245	3	1126	1533.6587	186.3516
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_8871_lociStitched	chr5	176994553	176996424	3	1145	1382.2948	207.1197
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_5330_lociStitched	chr19	7182144	7184012	2	1116	1382.8804	160.648
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_3916_lociStitched	chr16	10827677	10829545	3	1426	1799.2576	247.8836
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_671_lociStitched	chr1	149860624	149862488	3	1712	2409.4064	220.3248
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_5958_lociStitched	chr2	20617442	20619305	2	1625	2219.9508	214.4313
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4422_lociStitched	chr17	17693517	17695378	3	1377	1721.2389	119.8484
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_547_lociStitched	chr1	91816772	91818622	2	581	1260.775	220.335
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_994_lociStitched	chr1	207867011	207868849	3	1151	1569.4682	194.828
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_3929_lociStitched	chr16	13956424	13958260	2	1720	1945.242	132.7428
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_5068_lociStitched	chr18	22321141	22322977	2	1431	1758.5208	264.2004
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_8528_lociStitched	chr5	90982620	90984454	2	1229	1279.3984	110.4068
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_3068_lociStitched	chr13	98172438	98174271	3	1057	1588.4778	212.8113
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1909_lociStitched	chr11	64269030	64270839	2	1611	1889.6814	197.5428
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1488_lociStitched	chr10	93436134	93437939	3	1430	1523.781	204.5065
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_3947_lociStitched	chr16	17270219	17272019	3	1424	1667.52	242.82
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4804_lociStitched	chr17	64984642	64986437	3	1411	2060.1215	258.121
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_6171_lociStitched	chr2	55111432	55113223	3	1463	1655.9586	186.6222
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_10946_lociStitched	chrUn_KI270467v1	1970	3755	2	1597	78239.049	34625.2515
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_9292_lociStitched	chr6	56541098	56542871	2	792	1473.8949	229.2489
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_3433_lociStitched	chr14	90382530	90384303	2	1515	2272.2768	210.987
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_3816_lociStitched	chr15	98676034	98677798	3	1126	1335.348	183.8088
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_3909_lociStitched	chr16	4942959	4944718	2	451	1172.1976	183.8155
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1328_lociStitched	chr10	71859834	71861583	2	1389	1674.4926	206.2071
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_3137_lociStitched	chr14	21105606	21107352	1	1747	1841.6808	217.2024
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_8439_lociStitched	chr5	43007894	43009634	3	1530	1538.856	176.61
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_9853_lociStitched	chr7	95607802	95609538	2	1554	1889.636	221.5136
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_7145_lociStitched	chr22	18055916	18057650	3	1205	1414.077	168.3714
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_9334_lociStitched	chr6	89034970	89036699	2	754	1320.956	261.079
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_5964_lociStitched	chr2	23523603	23525332	2	1548	1787.0944	255.3733
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_6019_lociStitched	chr2	27705607	27707324	2	1077	1290.8406	176.851
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_2450_lociStitched	chr12	49233407	49235122	2	635	1179.234	175.273
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4278_lociStitched	chr17	2213827	2215538	2	1625	1793.4702	204.9778
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1355_lociStitched	chr10	72274862	72276570	2	1468	1700.4848	217.0868
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_3120_lociStitched	chr13	114064089	114065797	1	1709	2578.0552	211.792
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_8859_lociStitched	chr5	173889303	173891005	2	1513	1606.3476	171.3914
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_3305_lociStitched	chr14	61561192	61562890	2	1189	2042.694	304.6212
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_8921_lociStitched	chr6	3355143	3356837	3	911	1229.6746	212.597
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_191_lociStitched	chr1	21537273	21538956	2	1552	1593.6327	135.1449
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4665_lociStitched	chr17	50110408	50112084	3	1081	1411.6948	215.0308
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_5279_lociStitched	chr19	4058017	4059690	2	1400	1182.6437	102.7222
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_10068_lociStitched	chr8	17661259	17662929	2	1425	1605.705	190.38
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_8535_lociStitched	chr5	91279763	91281430	1	1668	1722.3444	176.3686
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_7038_lociStitched	chr21	21199807	21201473	3	869	1405.1044	183.26
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_2647_lociStitched	chr12	93784329	93785992	3	1252	1529.2948	223.1746
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_10118_lociStitched	chr8	26640704	26642364	3	952	1462.958	215.8
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_8451_lociStitched	chr5	52799194	52800853	2	1548	1832.3655	185.1444
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_10199_lociStitched	chr8	48580743	48582400	2	1015	1451.0349	187.241
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_10045_lociStitched	chr7	158818164	158819820	3	968	1483.6104	187.6248
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_9251_lociStitched	chr6	42782435	42784086	2	1562	1650.6698	198.7804
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_5960_lociStitched	chr2	20640808	20642457	2	1233	1734.2533	207.1144
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_7732_lociStitched	chr3	119637213	119638861	3	1338	1444.8016	179.1376
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1767_lociStitched	chr11	17207464	17209111	1	1648	1809.3942	122.2074
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1544_lociStitched	chr10	102641879	102643525	2	1344	1528.9694	144.6834
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_3824_lociStitched	chr15	98896310	98897954	2	887	1062.1884	196.458
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1094_lociStitched	chr1	234721051	234722694	1	1644	1767.3751	214.5758
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_204_lociStitched	chr1	21931311	21932951	3	1387	1771.2	222.548
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_6477_lociStitched	chr2	164897658	164899298	2	1031	1289.368	122.836
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_160_lociStitched	chr1	18949169	18950806	2	1158	1393.087	209.6997
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_7885_lociStitched	chr3	157174157	157175788	2	1276	1905.1711	177.2897
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_10072_lociStitched	chr8	17849323	17850953	2	1502	1741.329	130.074
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_10259_lociStitched	chr8	93897924	93899548	2	1383	1517.3032	144.0488
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_10146_lociStitched	chr8	33563245	33564869	2	1254	1200.2984	135.2792
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_10312_lociStitched	chr8	104411244	104412866	2	786	1405.9496	271.685
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4881_lociStitched	chr17	77162054	77163676	2	699	919.1874	137.059
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4410_lociStitched	chr17	16285695	16287314	2	1509	2195.2021	205.4511
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_3904_lociStitched	chr16	4675883	4677500	2	566	1037.3055	120.9516
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_9111_lociStitched	chr6	31821432	31823047	3	1310	1918.943	200.906
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_3936_lociStitched	chr16	14527609	14529224	3	778	1250.01	214.3105
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_10197_lociStitched	chr8	48555087	48556684	2	1502	1567.7749	144.3688
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1438_lociStitched	chr10	80498311	80499907	2	991	1259.244	170.6124
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_7402_lociStitched	chr22	49966704	49968295	2	1403	1639.2073	142.8718
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_7048_lociStitched	chr21	29181368	29182959	2	1392	1756.9413	172.7826
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_8590_lociStitched	chr5	124747762	124749347	2	1196	1302.553	112.6935
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_6275_lociStitched	chr2	85437389	85438974	2	748	1224.0955	126.166
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_535_lociStitched	chr1	91591207	91592790	3	813	1162.2386	160.9911
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_697_lociStitched	chr1	150603889	150605471	2	1324	1644.8054	190.631
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_7413_lociStitched	chr3	4720552	4722131	3	778	1173.6707	201.4804
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1138_lociStitched	chr10	624413	625978	2	1251	1425.715	161.821
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_5863_lociStitched	chr19	55604568	55606132	2	770	1033.9604	149.6748
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_9515_lociStitched	chr6	157021072	157022629	3	1082	1849.8717	137.7945
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1231_lociStitched	chr10	31759242	31760799	3	844	1161.0549	131.7222
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_720_lociStitched	chr1	152047337	152048893	2	1201	1600.8128	220.6408
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_256_lociStitched	chr1	26541720	26543274	3	1144	1206.5256	152.1366
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_9509_lociStitched	chr6	156686478	156688031	2	1184	1704.2622	133.558
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1486_lociStitched	chr10	92695412	92696957	2	1215	1183.3155	66.744
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4296_lociStitched	chr17	3659928	3661471	2	911	1158.1758	149.9796
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_9411_lociStitched	chr6	125223218	125224759	2	660	1024.765	120.198
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_6381_lociStitched	chr2	113283310	113284848	3	1246	1434.3388	136.4206
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_8353_lociStitched	chr4	180808626	180810164	2	695	1038.7652	176.87
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_5413_lociStitched	chr19	12952211	12953744	3	855	1004.7282	90.1404
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_3209_lociStitched	chr14	34873120	34874649	1	1530	1422.5816	105.9597
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4158_lociStitched	chr16	72876968	72878492	3	935	1653.9972	251.0028
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_944_lociStitched	chr1	200640281	200641805	2	1252	1377.5436	125.5776
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1770_lociStitched	chr11	18383330	18384852	2	1270	1640.2594	208.8184
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_5511_lociStitched	chr19	19488387	19489904	3	969	1088.2958	166.4149
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_2858_lociStitched	chr12	124517495	124519011	3	1301	1475.9776	160.2412
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_2201_lociStitched	chr11	123429619	123431134	2	1083	1053.3795	98.0205
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_554_lociStitched	chr1	92784106	92785620	3	1182	1509.9122	183.4968
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_9847_lociStitched	chr7	95549380	95550891	2	1160	1372.5924	224.3835
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_701_lociStitched	chr1	150971549	150973058	1	1510	1643.6028	172.4787
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_818_lociStitched	chr1	161013312	161014817	2	1338	1881.4005	243.6595
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_9265_lociStitched	chr6	44236931	44238435	2	1205	1484.8992	154.912
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_10551_lociStitched	chr9	35576996	35578500	2	990	1267.4208	152.3552
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_7846_lociStitched	chr3	149547192	149548695	2	521	973.6434	183.2157
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_2995_lociStitched	chr13	44917548	44919050	2	1169	1475.715	167.9236
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_2484_lociStitched	chr12	52063473	52064963	3	948	1073.843	131.567
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_5075_lociStitched	chr18	22559023	22560510	2	1274	1274.5077	137.5475
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_10733_lociStitched	chr9	107637353	107638840	2	1133	1583.0602	208.4774
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_7070_lociStitched	chr21	34129232	34130717	2	1124	1303.236	182.358
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_437_lociStitched	chr1	50977162	50978646	2	1224	1500.0272	141.722
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_6166_lociStitched	chr2	55096745	55098228	3	809	982.6358	164.9096
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_2366_lociStitched	chr12	25385639	25387122	2	1299	1963.0471	118.1951
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_2047_lociStitched	chr11	75030535	75032016	2	1103	1302.5395	212.2273
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_10474_lociStitched	chr9	6680680	6682160	3	1251	1550.744	164.724
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_10130_lociStitched	chr8	29061079	29062555	2	991	1186.5564	236.6028
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_7998_lociStitched	chr3	194296658	194298134	3	942	1197.4788	131.5116
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_9980_lociStitched	chr7	134593313	134594788	2	886	1177.1975	185.9975
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_981_lociStitched	chr1	207024673	207026147	2	695	944.3918	149.611
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_7033_lociStitched	chr21	16534405	16535871	2	739	983.3928	101.887
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_6706_lociStitched	chr2	239328087	239329552	2	1064	1184.4525	104.7475
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_6566_lociStitched	chr2	201150704	201152165	2	799	1220.6655	217.2507
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_3352_lociStitched	chr14	71803338	71804797	2	1097	1316.1639	241.6104
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_131_lociStitched	chr1	16075517	16076967	1	1451	1653.145	132.24
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_8916_lociStitched	chr6	2989920	2991368	1	1449	1879.7936	122.0664
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_132_lociStitched	chr1	16146011	16147458	3	970	1193.1962	109.972
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_9089_lociStitched	chr6	30781285	30782729	2	1255	1651.6472	194.3624
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4968_lociStitched	chr17_GL000205v2_random	88519	89961	2	916	1839.5594	433.7536
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_9454_lociStitched	chr6	136695982	136697421	3	716	985.2833	179.875
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_9005_lociStitched	chr6	26171469	26172901	2	1308	1657.9696	179.2864
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_3132_lociStitched	chr14	20681851	20683278	1	1428	2098.9743	239.3079
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_10455_lociStitched	chr9	2016884	2018307	2	1307	1300.9066	104.0213
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_241_lociStitched	chr1	25694555	25695976	2	1273	1681.6114	193.6823
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_10921_lociStitched	chr9	134374873	134376293	2	1115	1420.994	175.086
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_10805_lociStitched	chr9	127293006	127294419	3	833	1037.0007	162.0711
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1787_lociStitched	chr11	34653447	34654856	2	1001	1534.6828	271.0916
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4923_lociStitched	chr17	80254336	80255745	2	1225	1549.0546	144.9861
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_6498_lociStitched	chr2	177165094	177166500	1	1407	1589.7642	147.3488
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4455_lociStitched	chr17	19553801	19555203	2	1131	1712.6832	225.8622
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_4424_lociStitched	chr17	17823968	17825368	2	493	1051.68	177.1
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1012_lociStitched	chr1	214438766	214440164	2	904	1199.3442	226.476
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_2731_lociStitched	chr12	111791363	111792760	3	1126	1221.2574	124.8918
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_222_lociStitched	chr1	23394162	23395551	3	700	1188.8451	243.6306
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_5527_lociStitched	chr19	29098517	29099903	3	998	1206.6516	144.144
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_10925_lociStitched	chr9	135992284	135993667	2	1210	1482.9909	166.5132
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_8733_lociStitched	chr5	149456268	149457649	2	1166	1491.8943	116.004
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_8610_lociStitched	chr5	132495544	132496924	3	1086	1063.98	96.738
1_/mnt/vdb/MACS/human/ENCFF183VRP_peak_1154_lociStitched	chr10	3783106	3784485	1	1380	1969.7636	149.7594
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_10399_lociStitched	chr8	134831705	134833076	2	610	871.6818	101.454
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_6082_lociStitched	chr2	42342122	42343493	2	1162	1283.1189	140.2533
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_2965_lociStitched	chr13	30864407	30865771	3	1003	1291.026	163.1344
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_11034_lociStitched	chrX	153380381	153381743	2	870	990.855	123.261
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_5077_lociStitched	chr18	22710058	22711417	3	783	1035.0144	123.5331
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_8075_lociStitched	chr4	15004037	15005394	2	1172	1175.4334	143.1635
3_/mnt/vdb/MACS/human/ENCFF183VRP_peak_10781_lociStitched	chr9	121557421	121558776	3	1062	1149.1755	124.66
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_6621_lociStitched	chr2	218370170	218371523	2	445	739.6851	110.946
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_8146_lociStitched	chr4	49710527	49711879	2	602	28947.5368	14361.0792
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_8729_lociStitched	chr5	147169044	147170392	2	847	1068.1552	203.4132
2_/mnt/vdb/MACS/human/ENCFF183VRP_peak_7264_lociStitched	chr22	37546284	37547625	2	1133	1457.5329	114.5214
