REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	ENCFF483VRP_sorted.bam	ENCFF183PVA_sorted.bam
5_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_16501_lociStitched	chr4	130163282	130172638	5	2466	5149.5424	1002.0276
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_23431_lociStitched	chr9	31253405	31262761	2	665	2692.6568	805.5516
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_11965_lociStitched	chr19	36697165	36706508	2	518	3025.2634	1078.1822
5_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_22087_lociStitched	chr8	36603389	36612726	5	1817	4072.7994	860.8714
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_23403_lociStitched	chr9	24943810	24953117	2	820	1842.786	893.472
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_23800_lociStitched	chr9	63123854	63133160	2	1000	2423.2824	990.1584
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_16984_lociStitched	chr4	148952077	148961379	3	1735	4251.014	931.1302
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_995_lociStitched	chr1	161999471	162008767	3	1922	3942.4336	887.768
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_9850_lociStitched	chr17	26884663	26893945	2	451	3635.7594	982.0356
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_17087_lociStitched	chr4	154237628	154246903	2	399	2431.905	1084.2475
6_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_1954_lociStitched	chr10	77448019	77457293	6	2320	4046.2462	905.1424
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_3542_lociStitched	chr11	75564137	75573411	2	724	2782.2	965.4234
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_11777_lociStitched	chr19	10222199	10231472	3	1309	4383.3471	993.1383
4_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_15098_lociStitched	chr3	101796062	101805311	4	1979	4819.6539	937.8486
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_14032_lociStitched	chr2	166022499	166031733	3	913	2545.8138	950.1786
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_18909_lociStitched	chr6	31587710	31596924	2	518	3673.6218	1348.0082
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_13269_lociStitched	chr2	94264573	94273786	2	864	2555.6862	889.0545
8_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_18110_lociStitched	chr5	119796677	119805858	8	4586	7634.9196	1031.9444
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_17705_lociStitched	chr5	74256725	74265902	3	759	3400.9962	920.4531
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_19315_lociStitched	chr6	86471650	86480825	3	2001	5095.795	1008.3325
6_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_19595_lociStitched	chr6	115998243	116007397	6	1866	4675.8632	1025.248
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_2956_lociStitched	chr11	43540504	43549657	3	1331	3688.659	1011.4065
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_320_lociStitched	chr1	72960457	72969601	3	1857	3870.6552	875.9952
4_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_9891_lociStitched	chr17	28007358	28016461	4	2011	4743.5733	940.3399
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_1949_lociStitched	chr10	77220892	77229992	2	755	3812.9	987.35
4_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_21173_lociStitched	chr7	110156297	110165379	4	2310	4502.8556	771.97
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_10525_lociStitched	chr17	71696388	71705447	3	953	3666.1773	863.3227
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_23545_lociStitched	chr9	44088122	44097178	2	426	2642.5408	949.0688
5_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_19475_lociStitched	chr6	99093105	99102136	5	4632	6371.3705	764.9257
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_16956_lociStitched	chr4	148667243	148676258	2	451	2606.2365	910.515
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_5957_lociStitched	chr13	28950698	28959706	3	4644	9116.096	853.9584
6_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_6031_lociStitched	chr13	37854042	37863026	6	2649	5049.008	825.6296
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_555_lociStitched	chr1	91076584	91085560	3	1248	3532.056	936.1968
4_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_23935_lociStitched	chr9	67041181	67050141	4	4421	8770.048	920.192
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_6183_lociStitched	chr13	49362374	49371328	2	508	2634.2668	877.492
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_4471_lociStitched	chr11	114039838	114048760	3	2632	4404.7914	922.5348
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_17803_lociStitched	chr5	92997108	93006028	3	1779	4014.892	934.816
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_8881_lociStitched	chr16	17807059	17815975	2	1176	2903.0496	897.8412
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_14749_lociStitched	chr3	87952109	87960977	2	1372	3758.2584	984.348
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_12947_lociStitched	chr2	51140064	51148908	3	2696	5875.9536	801.2664
5_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_11294_lociStitched	chr18	65075985	65084812	5	1690	3097.3943	815.6148
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_3810_lociStitched	chr11	87725518	87734343	3	1996	4755.7925	885.1475
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_21749_lociStitched	chr7	143437335	143446149	3	1971	3867.5832	839.9742
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_9905_lociStitched	chr17	28247322	28256107	2	537	2178.68	877.6215
6_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_19484_lociStitched	chr6	99197687	99206462	6	3265	5902.9425	848.5425
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_19948_lociStitched	chr6	145862806	145871578	2	2998	4797.4068	831.5856
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_6245_lociStitched	chr13	53193597	53202357	2	747	2823.348	942.576
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_3719_lociStitched	chr11	83440185	83448928	3	795	2855.4638	971.3473
4_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_14542_lociStitched	chr3	51908440	51917176	4	1407	3290.8512	837.7824
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_13894_lociStitched	chr2	157457001	157465733	3	3705	6318.4752	947.422
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_19738_lociStitched	chr6	125081802	125090528	2	2352	3884.8152	853.4028
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_10666_lociStitched	chr17	83982460	83991167	2	693	3818.0195	835.0013
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_16418_lociStitched	chr4	126251547	126260240	3	4243	8131.4322	881.4702
6_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_16287_lociStitched	chr4	119044258	119052921	6	1712	3732.8867	900.952
4_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_12800_lociStitched	chr2	32906686	32915344	4	3447	5263.1982	961.9038
4_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_5369_lociStitched	chr12	83479057	83487710	4	2951	6200.7398	751.0804
4_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_20704_lociStitched	chr7	49496162	49504797	4	1547	3537.7595	881.6335
5_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_23209_lociStitched	chr8	126660195	126668827	5	4755	7225.8472	822.6296
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_21515_lociStitched	chr7	132800910	132809535	3	1328	3797.5875	801.2625
5_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_10673_lociStitched	chr17	84180637	84189230	5	4609	8207.1743	970.1497
8_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_4208_lociStitched	chr11	101056213	101064798	8	5238	7899.0585	993.2845
4_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_5886_lociStitched	chr13	23445292	23453867	4	1385	3005.5375	703.15
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_18321_lociStitched	chr5	127310699	127319271	2	442	1786.4048	806.6252
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_1160_lociStitched	chr1	171439493	171448062	3	764	3329.9134	844.0465
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_23774_lociStitched	chr9	62340760	62349309	2	4944	12685.8611	813.0099
4_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_471_lociStitched	chr1	86464786	86473328	4	2686	5384.0226	873.8466
5_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_11259_lociStitched	chr18	61675593	61684134	5	3930	6109.3773	930.969
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_6096_lociStitched	chr13	44058128	44066665	3	1724	4197.6429	977.4865
5_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_23001_lociStitched	chr8	121376194	121384724	5	3227	5514.645	914.416
4_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_18663_lociStitched	chr5	148264696	148273215	4	2598	4461.4003	799.9341
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_6276_lociStitched	chr13	55182308	55190826	2	1780	3169.5478	816.0244
6_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_11880_lociStitched	chr19	25399353	25407857	6	2360	4291.1184	802.7776
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_9541_lociStitched	chr17	10334521	10343015	3	1957	4240.2048	782.2974
6_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_560_lociStitched	chr1	91209151	91217630	6	1870	4476.912	865.7059
4_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_1771_lociStitched	chr10	60925792	60934270	4	981	4017.7242	968.1876
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_24624_lociStitched	chrX	11999211	12007664	3	2698	4436.9797	464.0697
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_5182_lociStitched	chr12	71855912	71864365	2	382	2417.558	777.676
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_17947_lociStitched	chr5	111465861	111474301	3	950	3159.092	907.3
6_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_8464_lociStitched	chr15	96743459	96751887	6	2499	4018.4704	718.0656
4_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_3859_lociStitched	chr11	88553566	88561984	4	1386	4271.2932	785.3994
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_20537_lociStitched	chr7	39544356	39552768	3	1387	2410.8792	737.7324
6_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_7351_lociStitched	chr14	63061082	63069460	6	2700	4837.4572	779.154
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_15677_lociStitched	chr4	40844451	40852817	2	1289	3536.3082	874.247
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_14435_lociStitched	chr3	30507004	30515368	2	3099	4754.934	779.5248
4_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_12779_lociStitched	chr2	32653952	32662312	4	1894	3921.676	964.744
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_20367_lociStitched	chr7	28375065	28383416	2	6394	10900.5603	933.6418
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_4973_lociStitched	chr12	25093225	25101561	3	6692	9888.1632	820.2624
5_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_8143_lociStitched	chr15	78828416	78836738	5	3866	5720.5428	838.8576
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_1340_lociStitched	chr1	190661525	190669829	3	1140	3520.0656	796.3536
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_11448_lociStitched	chr18	80609153	80617457	2	435	2455.4928	876.9024
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_829_lociStitched	chr1	135793317	135801612	2	4910	7255.6365	831.9885
4_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_15096_lociStitched	chr3	101705194	101713459	4	1980	4045.7175	888.4875
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_16047_lociStitched	chr4	95153571	95161830	3	1695	4716.7149	832.5072
5_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_14086_lociStitched	chr2	167291932	167300182	5	1703	3813.975	801.075
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_5354_lociStitched	chr12	82470157	82478391	2	1451	3493.6862	745.177
5_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_24162_lociStitched	chr9	96949580	96957787	5	1391	4595.92	929.0324
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_18273_lociStitched	chr5	124528984	124537168	2	2010	4079.724	800.3952
4_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_2226_lociStitched	chr10	84387433	84395611	4	1407	3934.4358	813.711
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_16316_lociStitched	chr4	119958853	119967030	2	558	3147.3273	838.1425
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_14531_lociStitched	chr3	51701017	51709182	3	1301	3532.179	779.7575
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_12915_lociStitched	chr2	38533719	38541876	2	573	3176.3358	885.0345
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_12212_lociStitched	chr19	53697241	53705385	2	668	2662.2736	767.1648
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_19850_lociStitched	chr6	134182026	134190149	2	1005	3547.3141	811.4877
4_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_16211_lociStitched	chr4	116175122	116183236	4	1259	3095.491	783.001
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_9993_lociStitched	chr17	31685768	31693881	2	1228	2976.6597	1002.7668
5_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_2791_lociStitched	chr11	18871394	18879403	5	4061	5863.3889	756.0496
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_6020_lociStitched	chr13	37506082	37514083	3	970	3053.1816	756.0945
7_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_21242_lociStitched	chr7	112655935	112663917	7	2679	4770.8414	790.218
4_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_8515_lociStitched	chr15	98602245	98610221	4	4571	8813.48	789.624
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_5437_lociStitched	chr12	85698153	85706067	2	1353	2518.2348	766.8666
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_6209_lociStitched	chr13	51841958	51849870	3	3614	6286.084	834.716
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_11809_lociStitched	chr19	12005444	12013345	3	1202	2858.5818	681.8563
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_21838_lociStitched	chr8	11003460	11011351	2	5454	9222.2117	803.3038
5_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_14222_lociStitched	chr2	173080639	173088515	5	2159	4337.3132	749.7952
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_21917_lociStitched	chr8	20550145	20557985	2	1106	5120.304	1963.92
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_13247_lociStitched	chr2	93276980	93284817	2	2546	5064.2694	827.5872
4_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_22068_lociStitched	chr8	35410527	35418339	4	2074	4322.3796	798.3864
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_10668_lociStitched	chr17	84096348	84104158	2	1091	3080.264	727.892
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_16617_lociStitched	chr4	133398891	133406690	2	614	2388.8337	829.0337
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_329_lociStitched	chr1	73955208	73962998	2	810	3271.8	841.32
4_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_2500_lociStitched	chr10	126928065	126935847	4	1941	4012.3992	743.9592
5_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_4159_lociStitched	chr11	99126187	99133930	5	2641	4549.7868	766.557
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_15047_lociStitched	chr3	98407140	98414875	2	564	2360.722	747.9745
5_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_13446_lociStitched	chr2	120122309	120130033	5	1824	3553.8124	751.5452
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_6164_lociStitched	chr13	48545050	48552753	3	1717	4257.4481	612.3885
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_4595_lociStitched	chr11	116814437	116822138	2	1089	3118.1349	794.7432
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_13325_lociStitched	chr2	106649350	106657046	3	1197	2847.52	735.7376
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_15271_lociStitched	chr3	121426491	121434169	2	2276	5556.5686	780.8526
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_7779_lociStitched	chr15	36374051	36381726	3	944	2122.1375	785.1525
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_6504_lociStitched	chr13	83517995	83525667	3	2887	3940.3392	650.5856
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_793_lociStitched	chr1	134816686	134824351	2	435	2269.6065	691.383
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_16926_lociStitched	chr4	146603723	146611378	2	890	2497.8265	1890.0195
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_2279_lociStitched	chr10	91180429	91188076	3	3020	4738.0812	666.0537
4_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_13793_lociStitched	chr2	153522914	153530554	4	4144	6638.396	808.312
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_6912_lociStitched	chr14	25371616	25379250	3	2671	5731.6072	816.0746
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_16928_lociStitched	chr4	147124776	147132396	2	923	3848.1	2073.402
5_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_20135_lociStitched	chr7	16398792	16406412	5	5989	11862.816	717.042
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_4368_lociStitched	chr11	104571357	104578935	3	1768	3552.5664	729.0036
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_16293_lociStitched	chr4	119069987	119077565	3	2254	4670.3214	760.8312
4_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_21566_lociStitched	chr7	139362395	139369940	4	3992	6971.58	769.59
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_8634_lociStitched	chr15	101976794	101984336	2	1430	3360.7152	760.2336
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_16921_lociStitched	chr4	145774247	145781785	2	827	2680.5128	1913.8982
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_16654_lociStitched	chr4	134249607	134257144	3	2207	4363.923	888.6123
4_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_22702_lociStitched	chr8	104605779	104613314	4	4371	5944.3615	731.6485
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_19896_lociStitched	chr6	137135765	137143280	3	1142	3075.138	705.6585
6_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_16702_lociStitched	chr4	135307391	135314899	6	3701	4852.4204	711.7584
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_15797_lociStitched	chr4	45965320	45972804	3	1249	2743.6344	680.2956
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_17667_lociStitched	chr5	72494263	72501735	2	575	1711.088	649.3168
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_11862_lociStitched	chr19	24301251	24308719	3	1428	2683.9992	690.0432
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_20488_lociStitched	chr7	31148428	31155892	2	2490	5155.3848	792.6768
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_12217_lociStitched	chr19	53823559	53831019	2	706	2224.572	705.716
5_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_10256_lociStitched	chr17	46617292	46624747	5	3900	6258.4725	741.027
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_16615_lociStitched	chr4	133371961	133379404	2	479	2907.2358	804.5883
4_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_23899_lociStitched	chr9	65639243	65646685	4	1888	3383.1332	745.6884
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_22896_lociStitched	chr8	120119542	120126941	3	915	3598.8736	748.0389
4_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_15078_lociStitched	chr3	101500820	101508209	4	1002	2914.9605	857.8629
4_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_1254_lociStitched	chr1	181227050	181234430	4	906	2305.512	723.24
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_8945_lociStitched	chr16	21332517	21339883	2	1792	3892.931	666.623
5_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_17622_lociStitched	chr5	64805720	64813076	5	3587	4949.1168	734.1288
4_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_12878_lociStitched	chr2	35581586	35588940	4	2514	5062.4936	809.6754
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_23015_lociStitched	chr8	121785820	121793163	3	1570	3556.9492	846.6479
6_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_7531_lociStitched	chr14	76526614	76533951	6	2412	4023.6108	711.689
4_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_9069_lociStitched	chr16	32509044	32516334	4	1642	3737.583	809.19
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_17642_lociStitched	chr5	65724385	65731669	2	1100	2685.6108	713.832
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_17310_lociStitched	chr5	24598470	24605746	2	4449	8396.504	701.4064
4_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_16602_lociStitched	chr4	133197760	133205033	4	2475	4120.1545	746.2098
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_20950_lociStitched	chr7	81718975	81726239	2	933	2613.5872	743.1072
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_15751_lociStitched	chr4	43964791	43972038	2	690	2838.6499	800.0688
7_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_15085_lociStitched	chr3	101595102	101602343	7	3583	4829.747	715.4108
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_19388_lociStitched	chr6	90729927	90737168	2	1359	2900.7446	728.4446
6_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_16377_lociStitched	chr4	124703273	124710502	6	3490	5081.2641	704.8275
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_9686_lociStitched	chr17	23585923	23593127	2	535	1541.656	627.4684
5_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_15419_lociStitched	chr3	142434160	142441361	5	2110	3793.4868	624.3267
5_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_8122_lociStitched	chr15	77904285	77911465	5	2148	3897.304	749.592
4_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_15545_lociStitched	chr4	8906814	8913984	4	2349	5259.912	672.546
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_22795_lociStitched	chr8	108894087	108901250	2	1138	3086.5367	802.256
4_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_19370_lociStitched	chr6	89344738	89351899	4	1117	2879.4381	728.2737
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_18235_lociStitched	chr5	124043433	124050578	3	2033	3749.696	743.08
4_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_23154_lociStitched	chr8	125286584	125293722	4	1332	3646.0904	743.7796
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_6928_lociStitched	chr14	25481446	25488580	3	1647	3464.2704	736.2288
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_4489_lociStitched	chr11	114866031	114873160	2	562	2339.0249	724.3064
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_9872_lociStitched	chr17	27549395	27556516	2	2417	6101.9849	704.2669
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_12844_lociStitched	chr2	34639077	34646178	2	599	1817.1459	742.7646
4_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_19203_lociStitched	chr6	72215338	72222435	4	1470	3843.7352	795.5737
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_15873_lociStitched	chr4	57537391	57544480	3	1348	2825.6754	643.6812
5_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_20067_lociStitched	chr7	6911047	6918132	5	2907	4425.291	668.1155
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_1334_lociStitched	chr1	190168626	190175709	3	3402	6110.5041	670.7601
4_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_13730_lociStitched	chr2	152405847	152412927	4	3116	4270.656	642.156
6_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_13249_lociStitched	chr2	93303829	93310897	6	1569	3523.398	743.5536
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_10850_lociStitched	chr18	12949133	12956184	2	854	4005.6731	1203.6057
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_6311_lociStitched	chr13	56576144	56583186	3	1566	3062.5658	711.242
5_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_10661_lociStitched	chr17	83953891	83960926	5	2096	4275.1695	794.955
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_23938_lociStitched	chr9	67071207	67078236	2	598	1992.7215	690.9507
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_1869_lociStitched	chr10	69564717	69571733	2	757	2414.2056	637.7544
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_970_lociStitched	chr1	157443337	157450333	2	791	2614.4052	791.9472
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_1637_lociStitched	chr10	42457310	42464279	3	1012	2295.5886	723.3822
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_14043_lociStitched	chr2	166323005	166329966	2	442	2791.361	763.6217
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_4450_lociStitched	chr11	109622508	109629443	2	542	2080.5	666.4535
6_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_10638_lociStitched	chr17	83215330	83222248	6	5055	7808.3466	725.0064
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_11313_lociStitched	chr18	65577486	65584403	3	4769	10406.6265	653.6565
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_17671_lociStitched	chr5	72796091	72802984	2	526	1592.9723	673.4461
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_21998_lociStitched	chr8	27085284	27092175	2	6841	9369.0036	665.6706
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_2905_lociStitched	chr11	31803764	31810643	2	694	2003.8527	702.3459
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_23437_lociStitched	chr9	32335645	32342520	3	769	3034.625	689.5625
