#ENCFF183VRP_peaks Enhancers
#Created from /mnt/vdb/ROSE/mouse/ENCFF483VRP/ENCFF183VRP_peaks_12KB_STITCHED_TSS_DISTAL_ENHANCER_REGION_MAP.txt
#Ranked by ENCFF483VRP_sorted.bam
#Using cutoff of 5535.8184 for Super-Enhancers
#Created on Sep 13 2020 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	ENCFF483VRP_sorted.bam	ENCFF183PVA_sorted.bam	enhancerRank	isSuper
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_2439_lociStitched	chr10	120474062	120478151	1	4090	8312.937	418.7136	185	1
6_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_12507_lociStitched	chr2	27195654	27217978	6	3220	10139.5608	2268.1184	186	1
5_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_9407_lociStitched	chr16	92412205	92429977	5	4458	9776.3772	1908.7128	187	1
4_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_23935_lociStitched	chr9	67041181	67050141	4	4421	8770.048	920.192	188	1
9_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_12129_lociStitched	chr19	46518421	46532648	9	5571	9234.7457	1418.4319	189	1
5_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_4745_lociStitched	chr11	120304383	120317333	5	4496	9106.44	1300.18	190	1
6_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_5084_lociStitched	chr12	54709760	54739255	6	2850	10621.1495	2816.7725	191	1
4_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_22787_lociStitched	chr8	108691805	108712542	4	2849	9754.6848	1970.015	192	1
5_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_777_lociStitched	chr1	134082688	134099839	5	4563	9578.8335	1807.7154	193	1
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_2335_lociStitched	chr10	99261065	99266376	3	4232	8234.7055	485.4254	194	1
6_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_18566_lociStitched	chr5	142416163	142441709	6	3434	10422.768	2700.2122	195	1
5_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_20211_lociStitched	chr7	19319667	19342841	5	3882	10196.56	2481.9354	196	1
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_3453_lociStitched	chr11	70653074	70657295	1	4222	8168.0571	460.9332	197	1
5_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_24514_lociStitched	chr9	120001836	120027652	5	4347	10292.8392	2586.7632	198	1
10_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_2766_lociStitched	chr11	11948307	11966255	10	4329	9447.8272	1751.7248	199	1
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_17310_lociStitched	chr5	24598470	24605746	2	4449	8396.504	701.4064	200	1
8_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_14106_lociStitched	chr2	167583016	167598024	8	4920	9307.9616	1619.3632	201	1
7_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_7430_lociStitched	chr14	66817213	66851886	7	2063	10869.9855	3207.2525	202	1
5_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_22040_lociStitched	chr8	33978202	33998205	5	4525	9553.4328	1902.2853	203	1
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_7789_lociStitched	chr15	36792197	36794934	1	2738	7889.6762	247.9722	204	1
10_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_21091_lociStitched	chr7	100910990	100927360	10	4441	9358.729	1728.672	205	1
4_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_14519_lociStitched	chr3	51339688	51365361	4	3889	10086.9217	2482.5791	206	1
6_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_17139_lociStitched	chr4	155172884	155198022	6	3095	10158.2658	2554.0208	207	1
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_19278_lociStitched	chr6	83443886	83457371	2	2222	8987.7525	1448.289	208	1
6_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_20905_lociStitched	chr7	80435344	80452620	6	4212	9377.4128	1896.9048	209	1
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_15812_lociStitched	chr4	46450443	46453276	1	2834	7686.7789	228.3398	210	1
6_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_24633_lociStitched	chrX	12077327	12092147	6	6103	8316.984	869.934	211	1
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_2613_lociStitched	chr11	3288331	3293122	1	4792	7834.7223	465.6852	212	1
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_16122_lociStitched	chr4	106907460	106912775	2	5200	7847.066	483.1335	213	1
6_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_24318_lociStitched	chr9	107698890	107723796	6	2676	10069.4958	2749.6224	214	1
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_10231_lociStitched	chr17	46027259	46032269	2	4349	7801.071	495.489	215	1
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_20796_lociStitched	chr7	67950341	67955317	2	4527	7675.48	379.6688	216	1
6_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_3127_lociStitched	chr11	55417299	55433072	6	4499	8731.9328	1457.4252	217	1
5_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_5292_lociStitched	chr12	79924863	79949417	5	2340	9676.7314	2403.8366	218	1
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_22056_lociStitched	chr8	34804822	34814847	3	5456	8285.6625	1019.5425	219	1
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_16418_lociStitched	chr4	126251547	126260240	3	4243	8131.4322	881.4702	220	1
5_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_10673_lociStitched	chr17	84180637	84189230	5	4609	8207.1743	970.1497	221	1
6_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_20567_lociStitched	chr7	44469593	44483897	6	5069	8792.6688	1564.8576	222	1
8_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_11196_lociStitched	chr18	60632798	60654335	8	3280	9260.91	2035.2465	223	1
5_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_3481_lociStitched	chr11	72406320	72418263	5	4729	8491.473	1297.0098	224	1
6_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_3660_lociStitched	chr11	79047138	79070676	6	2187	9594.0888	2407.9374	225	1
10_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_2469_lociStitched	chr10	121427904	121439526	10	5126	8319.0276	1151.7402	226	1
12_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_2753_lociStitched	chr11	11871223	11885169	12	5104	8463.8274	1341.6052	227	1
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_14554_lociStitched	chr3	52087829	52104571	3	4332	8769.4596	1664.1548	228	1
6_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_10638_lociStitched	chr17	83215330	83222248	6	5055	7808.3466	725.0064	229	1
5_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_19025_lociStitched	chr6	47740532	47772484	5	1506	27513.8672	20446.0848	230	1
/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_12381	chr2	18045466	18048787	1	3322	7321.1445	274.3146	231	1
4_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_22286_lociStitched	chr8	70597774	70611806	4	3656	8563.7296	1519.6656	232	1
6_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_1130_lociStitched	chr1	171064470	171081130	6	1815	12941.488	5917.632	233	1
6_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_7027_lociStitched	chr14	31394015	31417857	6	1809	9419.9742	2429.4998	234	1
6_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_20873_lociStitched	chr7	80056898	80079394	6	1885	9533.8048	2544.2976	235	1
5_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_8741_lociStitched	chr16	4641603	4659515	5	3874	8893.308	1914.7928	236	1
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_18265_lociStitched	chr5	124351593	124354894	1	3302	7284.6468	317.2261	237	1
9_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_8102_lociStitched	chr15	77336330	77367360	9	3746	10013.381	3103	238	1
8_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_4208_lociStitched	chr11	101056213	101064798	8	5238	7899.0585	993.2845	239	1
4_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_7194_lociStitched	chr14	54572275	54578243	4	4596	7519.0832	624.2528	240	1
4_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_15633_lociStitched	chr4	32238215	32251661	4	4950	8161.722	1280.0592	241	1
11_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_14298_lociStitched	chr2	180336630	180347264	11	5745	7949.9784	1082.5412	242	1
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_22765_lociStitched	chr8	106507869	106527295	3	2524	8724.2166	1874.609	243	1
5_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_18312_lociStitched	chr5	125392601	125406884	5	4017	8249.8608	1415.4453	244	1
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_6491_lociStitched	chr13	78194527	78204028	3	4474	7606.5006	781.9323	245	1
11_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_9342_lociStitched	chr16	90388150	90418918	11	3605	9882.6816	3067.5696	246	1
4_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_18519_lociStitched	chr5	139371614	139383644	4	3450	7972.281	1170.519	247	1
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_15800_lociStitched	chr4	46032449	46042774	3	4522	7804.6675	1024.24	248	1
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_20282_lociStitched	chr7	25246979	25251674	2	4347	7248.141	483.585	249	1
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_14962_lociStitched	chr3	95992616	95996996	3	3955	7163.052	413.034	250	1
8_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_8717_lociStitched	chr16	4497308	4521024	8	3226	8938.5604	2191.3584	251	1
5_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_6125_lociStitched	chr13	46413495	46426655	5	3383	7799.932	1075.172	252	1
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_22035_lociStitched	chr8	33926999	33931934	3	4207	7159.698	440.202	253	1
10_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_17325_lociStitched	chr5	24979303	24996351	10	4027	8411.4832	1696.276	254	1
8_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_8094_lociStitched	chr15	77202803	77217007	8	4342	8066.4516	1352.2208	255	1
9_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_7315_lociStitched	chr14	60732680	60742933	9	5008	7664.1175	962.7567	256	1
7_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_4559_lociStitched	chr11	116094057	116107059	7	4861	8083.3434	1422.4188	257	1
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_1575_lociStitched	chr10	37136002	37141174	2	4771	7101.6732	462.3768	258	1
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_15471_lociStitched	chr3	148986865	148990944	1	4080	7002.8272	365.0705	259	1
8_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_18110_lociStitched	chr5	119796677	119805858	8	4586	7634.9196	1031.9444	260	1
8_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_4103_lociStitched	chr11	98743957	98755074	8	5361	7752.9958	1167.285	261	1
6_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_17692_lociStitched	chr5	74146988	74172933	6	2578	9298.688	2719.036	262	1
8_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_14046_lociStitched	chr2	166398090	166413195	8	3992	8274.519	1715.928	263	1
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_16277_lociStitched	chr4	118547163	118548715	3	1169	20555.9296	14001.0576	264	1
4_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_20327_lociStitched	chr7	27481331	27491520	4	3747	7446.1212	901.7265	265	1
8_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_9395_lociStitched	chr16	92340045	92356932	8	4337	8281.3848	1764.6915	266	1
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_18826_lociStitched	chr6	29430520	29436842	2	5446	7030.064	566.4512	267	1
5_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_14994_lociStitched	chr3	96486225	96502107	5	3682	8210.994	1751.7846	268	1
6_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_23996_lociStitched	chr9	72762636	72791580	6	2786	9296.8128	2856.7728	269	1
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_829_lociStitched	chr1	135793317	135801612	2	4910	7255.6365	831.9885	270	1
6_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_10361_lociStitched	chr17	48426934	48438199	6	5025	7540.791	1119.741	271	1
5_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_23209_lociStitched	chr8	126660195	126668827	5	4755	7225.8472	822.6296	272	1
6_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_4324_lociStitched	chr11	102774123	102794510	6	2383	8472.8372	2091.7062	273	1
11_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_15068_lociStitched	chr3	101387844	101408700	11	2891	8457.108	2089.7712	274	1
5_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_9855_lociStitched	chr17	26940968	26954250	5	4663	7703.56	1358.7486	275	1
6_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_19251_lociStitched	chr6	82761279	82774451	6	4713	7544.9216	1203.9208	276	1
5_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_13800_lociStitched	chr2	153549002	153568544	5	3016	8504.6784	2167.2078	277	1
8_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_18180_lociStitched	chr5	122511454	122529348	8	2845	8138.1912	1818.0304	278	1
7_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_21833_lociStitched	chr8	10960799	10978536	7	3022	7997.6133	1677.9202	279	1
4_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_3599_lociStitched	chr11	77491399	77508760	4	4097	8085.0177	1777.7664	280	1
6_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_18009_lociStitched	chr5	113950742	113975563	6	2699	8702.2426	2437.4222	281	1
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_19714_lociStitched	chr6	124745214	124759299	3	3226	7691.8185	1439.487	282	1
5_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_14217_lociStitched	chr2	173046199	173062127	5	2270	8027.712	1780.7504	283	1
6_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_13787_lociStitched	chr2	153492215	153509887	6	3770	8054.8976	1813.1472	284	1
/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_12387	chr2	18055024	18058502	1	3479	6511.8594	274.762	285	1
4_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_4044_lociStitched	chr11	97659898	97670437	4	3602	7365.7071	1129.7808	286	1
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_23766_lociStitched	chr9	61360858	61374583	2	3273	7676.3925	1441.125	287	1
8_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_23196_lociStitched	chr8	126513901	126539752	8	2747	8954.7864	2740.206	288	1
8_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_14171_lociStitched	chr2	170205322	170223120	8	3738	8094.5304	1890.1476	289	1
4_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_21566_lociStitched	chr7	139362395	139369940	4	3992	6971.58	769.59	290	1
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_17590_lociStitched	chr5	57714602	57720431	3	5145	6668.9589	468.0687	291	1
6_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_6114_lociStitched	chr13	45526338	45539536	6	3574	7472.7076	1336.9574	292	1
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_7612_lociStitched	chr14	105894709	105899021	2	4006	6476.1928	366.0888	293	1
4_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_12610_lociStitched	chr2	30600510	30614693	4	2909	7687.186	1604.0973	294	1
5_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_5609_lociStitched	chr12	109399771	109417886	5	1900	7927.124	1878.5255	295	1
6_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_16552_lociStitched	chr4	132945770	132961239	6	3815	7567.4348	1553.0876	296	1
5_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_18937_lociStitched	chr6	34598096	34611141	5	4229	7232.148	1226.23	297	1
5_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_23889_lociStitched	chr9	65541969	65562505	5	2538	8210.2928	2217.888	298	1
7_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_18227_lociStitched	chr5	124011298	124028675	7	2854	7720.6011	1734.2246	299	1
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_5968_lociStitched	chr13	29983656	29986028	1	2373	6199.4592	219.8844	300	1
5_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_23145_lociStitched	chr8	125174249	125199189	5	1849	8407.274	2444.12	301	1
5_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_19964_lociStitched	chr6	146672250	146687657	5	3571	7470.8543	1520.6709	302	1
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_12232_lociStitched	chr19	55742308	55745071	2	2698	6230.0124	290.3913	303	1
5_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_18533_lociStitched	chr5	139795073	139804895	5	4252	6888.1686	948.8052	304	1
4_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_3226_lociStitched	chr11	60209283	60223686	4	3689	7339.7688	1404.2925	305	1
4_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_17364_lociStitched	chr5	30594669	30622779	4	1052	8983.956	3049.935	306	1
5_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_19872_lociStitched	chr6	136466089	136472105	5	4209	6473.216	545.6512	307	1
5_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_11943_lociStitched	chr19	36115243	36130465	5	3748	7227.4056	1301.481	308	1
7_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_12797_lociStitched	chr2	32880934	32892007	7	3289	7193.0208	1277.8242	309	1
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_12071_lociStitched	chr19	45015216	45019182	1	3967	6361.0674	447.3648	310	1
4_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_1999_lociStitched	chr10	79840781	79854339	4	3246	7319.9642	1412.7436	311	1
6_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_2289_lociStitched	chr10	93430773	93448614	6	2343	7569.9363	1662.7812	312	1
6_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_10012_lociStitched	chr17	31916242	31937457	6	2020	8063.8215	2174.5375	313	1
5_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_3179_lociStitched	chr11	58984795	59003132	5	1598	7686.8704	1811.6956	314	1
5_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_4677_lociStitched	chr11	119046663	119057330	5	3161	6965.551	1104.0345	315	1
6_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_24440_lociStitched	chr9	114525747	114542457	6	2823	7529.526	1697.736	316	1
4_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_13793_lociStitched	chr2	153522914	153530554	4	4144	6638.396	808.312	317	1
4_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_409_lociStitched	chr1	75445451	75467642	4	1065	8721.063	2900.3637	318	1
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_15333_lociStitched	chr3	129531893	129536299	3	3285	6181.618	380.2378	319	1
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_7528_lociStitched	chr14	76504015	76513847	2	3329	6749.668	972.3848	320	1
6_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_23520_lociStitched	chr9	41934887	41952303	6	3826	7487.1384	1711.9928	321	1
8_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_23787_lociStitched	chr9	62435231	62456307	8	3668	7880.3164	2105.4924	322	1
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_1404_lociStitched	chr1	195241566	195241985	1	420	6968.7661	1199.6389	323	1
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_17317_lociStitched	chr5	24732898	24752448	3	2903	7773.08	2007.785	324	1
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_10185_lociStitched	chr17	39844682	39845852	2	878	18406.089	12675.546	325	1
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_10858_lociStitched	chr18	13969473	13972681	1	3209	5970.4088	250.8656	326	1
6_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_21287_lociStitched	chr7	116184448	116198399	6	1890	7172.2091	1488.5717	327	1
2_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_20961_lociStitched	chr7	82865215	82869870	2	3400	6173.9265	512.05	328	1
3_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_4250_lociStitched	chr11	101640959	101658289	3	2431	7292.464	1632.486	329	1
4_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_12662_lociStitched	chr2	30833413	30847630	4	2856	8085.2079	2429.6853	330	1
4_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_13970_lociStitched	chr2	163684823	163698395	4	2792	7022.1528	1366.7004	331	1
4_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_734_lociStitched	chr1	133068527	133084594	4	2794	7294.418	1650.0809	332	1
5_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_15397_lociStitched	chr3	138053354	138070793	5	2511	7366.2336	1743.9	333	1
4_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_942_lociStitched	chr1	155233673	155245261	4	3215	6723.3576	1108.9716	334	1
5_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_19475_lociStitched	chr6	99093105	99102136	5	4632	6371.3705	764.9257	335	1
8_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_2989_lociStitched	chr11	46202168	46215311	8	3610	6928.9896	1328.7573	336	1
7_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_9130_lociStitched	chr16	35211767	35225384	7	3203	6890.202	1303.1469	337	1
1_/mnt/vdb/MACS/mouse/ENCFF183VRP_peak_14797_lociStitched	chr3	88620614	88624179	1	3566	5906.8485	326.9105	338	1
