#ENCFF000VHВ_peaks Enhancers
#Created from /mnt/vdb/ROSE/cells/ENCFF000VHВ_peaks_12KB_STITCHED_TSS_DISTAL_ENHANCER_REGION_MAP.txt
#Ranked by ENCFF000VHD_sorted.bam
#Using cutoff of 15740.7624 for Super-Enhancers
#Created on Sep 12 2020 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	ENCFF000VHD_sorted.bam	ENCFF000VHL_sorted.bam	enhancerRank	isSuper
4_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_3918_lociStitched	chr2	226792175	226796495	4	2068	4074.192	96.768	418	0
4_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6434_lociStitched	chr8	115987091	115990303	4	2608	4148.6192	174.7328	419	0
4_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1320_lociStitched	chr11	84685993	84689149	4	2058	4301.628	338.9544	420	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6392_lociStitched	chr8	102615907	102618218	2	1352	4445.2085	486.0033	421	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2395_lociStitched	chr15	92868956	92881134	3	1266	5336.3996	1401.6878	422	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5989_lociStitched	chr7	106064582	106070970	2	539	4746.284	828.5236	423	0
4_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_3638_lociStitched	chr2	111286892	111290252	4	2181	4520.544	619.248	424	0
4_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5915_lociStitched	chr7	74477600	74482859	4	1417	4431.7593	533.2626	425	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2741_lociStitched	chr16	85491173	85493160	2	1632	4436.1762	586.5624	426	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2286_lociStitched	chr15	71070666	71080128	3	980	4986.474	1152.4716	427	0
4_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_3708_lociStitched	chr2	158496394	158502727	4	1376	4333.0386	502.2069	428	0
4_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_191_lociStitched	chr1	83052295	83056747	4	2145	3883.4796	64.9992	429	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5453_lociStitched	chr5	178077811	178081525	3	1123	5046.5832	1233.048	430	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4812_lociStitched	chr3	138824189	138835572	2	793	5314.7227	1504.8326	431	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5795_lociStitched	chr7	866092	868955	2	1413	4466.28	672.805	432	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_428_lociStitched	chr1	151513368	151514833	1	1466	4322.922	537.069	433	0
5_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_3774_lociStitched	chr2	182018430	182022635	5	2506	3935.4595	175.769	434	0
4_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1653_lociStitched	chr12	75705664	75711099	4	1377	4173.5365	419.0385	435	0
4_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1034_lociStitched	chr10	98361472	98366536	4	1639	4010.1816	257.7576	436	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2259_lociStitched	chr15	62895174	62897799	3	1646	4008.375	262.5	437	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2109_lociStitched	chr14	90442351	90445320	2	1947	4221.3242	493.1509	438	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_736_lociStitched	chr10	4662111	4664073	3	1686	3971.8728	246.8196	439	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6273_lociStitched	chr8	93066846	93070473	3	2100	3995.8659	274.2012	440	0
4_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1279_lociStitched	chr11	69515782	69524365	4	1471	4581.6054	866.883	441	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1305_lociStitched	chr11	73192663	73195361	3	1760	4328.941	615.9534	442	0
4_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2207_lociStitched	chr15	39666631	39670006	4	2429	3873.4875	161.6625	443	0
4_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2911_lociStitched	chr17	57406744	57409372	4	1987	4175.1036	473.04	444	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5862_lociStitched	chr7	30165334	30172865	3	997	4584.8728	884.1394	445	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1738_lociStitched	chr12	116389045	116392101	2	2093	4121.9328	423.256	446	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_380_lociStitched	chr1	149860028	149862605	2	1644	4121.9115	425.4627	447	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2088_lociStitched	chr14	77006969	77009551	3	1918	4134.2984	442.813	448	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_3687_lociStitched	chr2	142872905	142875691	2	2091	3817.6558	128.4346	449	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_3605_lociStitched	chr2	87660768	87663577	3	2071	4250.017	587.9237	450	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6632_lociStitched	chr9	70477186	70481345	3	1849	4048.3706	391.7778	451	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1833_lociStitched	chr13	28750368	28754633	3	1336	4077.34	446.972	452	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2372_lociStitched	chr15	90160693	90166624	2	813	4763.1861	1139.3451	453	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4699_lociStitched	chr3	97231153	97235558	3	1830	3949.9635	334.3395	454	0
4_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6011_lociStitched	chr7	116270969	116274311	4	2249	3811.551	212.217	455	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_107_lociStitched	chr1	40898904	40902898	2	1003	4054.3094	458.1118	456	0
4_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5562_lociStitched	chr6	30817713	30822642	4	1311	4040.3013	452.4822	457	0
4_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2299_lociStitched	chr15	77501502	77505260	4	1197	4372.433	787.6768	458	0
4_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5786_lociStitched	chr7	233831	236711	4	1734	4274.784	691.488	459	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4364_lociStitched	chr21	6369029	6371785	3	974	4773.9432	1196.3796	460	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_135_lociStitched	chr1	45402923	45412436	2	895	4185.72	627.858	461	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5273_lociStitched	chr5	81842466	81851498	2	893	4275.7488	726.1728	462	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2111_lociStitched	chr14	90509332	90513220	3	911	4037.2992	489.888	463	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_3575_lociStitched	chr2	71119654	71126151	3	1086	4007.9993	465.1852	464	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_3259_lociStitched	chr19	38682811	38685897	3	1246	4098.5166	559.4918	465	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5979_lociStitched	chr7	101870191	101882899	2	918	4929.4332	1395.3384	466	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_3222_lociStitched	chr19	18365510	18374431	3	1136	4297.2457	781.4796	467	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4753_lociStitched	chr3	123601779	123606888	3	1066	3989.1072	477.6915	468	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4430_lociStitched	chr21	40070539	40074643	3	863	4038.336	529.8264	469	0
5_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5684_lociStitched	chr6	125200763	125204464	5	1986	3750.2233	245.3763	470	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_7000_lociStitched	chrX	131562988	131567935	3	1624	3675.621	171.6609	471	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6242_lociStitched	chr8	90671233	90677587	2	831	4402.0512	899.091	472	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2231_lociStitched	chr15	50853877	50855893	2	1576	3941.28	447.7536	473	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_560_lociStitched	chr1	184409022	184419310	2	661	4493.7984	1001.0224	474	0
5_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5966_lociStitched	chr7	89026047	89030887	5	1855	3632.904	142.78	475	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1675_lociStitched	chr12	89763540	89769887	3	1356	3888.8069	410.0162	476	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2698_lociStitched	chr16	84176050	84178401	2	1484	4122.2434	650.5217	477	0
4_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1408_lociStitched	chr12	15214612	15218039	4	2060	3613.7715	147.361	478	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4658_lociStitched	chr3	61644569	61646098	2	1105	4415.2933	949.2032	479	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6197_lociStitched	chr8	69109627	69113109	3	1734	3606.3074	144.1548	480	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_3631_lociStitched	chr2	98793843	98806177	2	664	4920.0326	1470.2128	481	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5897_lociStitched	chr7	45542408	45546019	3	1713	3624.7218	179.1056	482	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2766_lociStitched	chr16	87805811	87807787	2	1396	4003.9688	562.172	483	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5981_lociStitched	chr7	101941544	101945876	3	1314	3947.7516	509.4432	484	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4350_lociStitched	chr20	62622509	62623836	1	1328	3799.8645	368.2425	485	0
4_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6653_lociStitched	chr9	81369459	81372477	4	1784	3831.351	402.2994	486	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1473_lociStitched	chr12	47220490	47223897	3	1430	3818.9063	396.9155	487	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_344_lociStitched	chr1	145978390	145980415	2	1583	3910.275	497.34	488	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6035_lociStitched	chr7	123768565	123774444	2	714	4121.179	715.4743	489	0
4_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_3232_lociStitched	chr19	33039986	33042660	4	1974	3781.3034	376.7666	490	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1744_lociStitched	chr12	116493309	116496726	3	1558	3630.9042	236.7981	491	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4758_lociStitched	chr3	124587312	124593734	2	535	4144.1166	750.7318	492	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4494_lociStitched	chr21	45512611	45515226	2	1698	4008.5335	619.755	493	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4853_lociStitched	chr3	151303999	151306743	3	2220	3874.528	502.7008	494	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_3596_lociStitched	chr2	85589282	85591587	3	1461	3737.327	397.6125	495	0
4_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5722_lociStitched	chr6	149059048	149062405	4	1884	3594.6756	267.5529	496	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5446_lociStitched	chr5	174530006	174533216	3	1268	3685.401	365.298	497	0
4_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5921_lociStitched	chr7	74579809	74583036	4	1683	3686.8475	368.2007	498	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2115_lociStitched	chr14	91274899	91277925	3	1660	3656.0132	362.8174	499	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6539_lociStitched	chr8	143737721	143739928	3	1575	3732.9198	448.4624	500	0
4_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_246_lociStitched	chr1	108814091	108817114	4	1929	3538.4215	254.5366	501	0
4_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6124_lociStitched	chr8	29736943	29740178	4	1813	3466.626	188.277	502	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1908_lociStitched	chr14	23664132	23667121	3	1516	3777.7971	513.2113	503	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4344_lociStitched	chr20	62231883	62233814	2	1413	3979.2117	716.2079	504	0
4_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_509_lociStitched	chr1	164597949	164603175	4	1137	3732.9318	470.8626	505	0
/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1520	chr12	52245989	52247487	1	1499	3491.5384	231.5908	506	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1070_lociStitched	chr10	110821729	110824745	3	1853	3572.1504	323.6168	507	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_124_lociStitched	chr1	42937149	42942426	3	1153	3802.0785	557.7789	508	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_311_lociStitched	chr1	117267734	117269949	2	1429	3818.217	576.5645	509	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_692_lociStitched	chr1	234724600	234726666	1	2067	3288.2456	49.9972	510	0
5_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_3890_lociStitched	chr2	220274168	220278618	5	1863	3606.28	370.24	511	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6864_lociStitched	chr9	129406761	129413148	2	823	4905.8547	1677.8649	512	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5244_lociStitched	chr5	68449561	68456563	3	884	3666.9474	452.3292	513	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2019_lociStitched	chr14	65254060	65257030	3	1877	3542.616	331.155	514	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5098_lociStitched	chr4	140725560	140729278	3	1522	3311.6226	109.681	515	0
4_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6954_lociStitched	chrX	16660539	16663792	4	2140	3327.4937	125.8911	516	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4178_lociStitched	chr20	50372387	50376466	2	616	4529.7295	1331.7935	517	0
4_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6617_lociStitched	chr9	38022572	38026284	4	1386	3602.1248	421.312	518	0
4_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4721_lociStitched	chr3	102179325	102182731	4	1467	3423.3706	246.2538	519	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2258_lociStitched	chr15	62831616	62834215	2	1729	3474.6031	297.5855	520	0
4_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5294_lociStitched	chr5	104644378	104648395	4	1802	3341.3406	168.714	521	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5008_lociStitched	chr4	39538672	39542038	3	1307	3369.366	205.9992	522	0
4_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1433_lociStitched	chr12	46259788	46263258	4	1920	3334.323	178.011	523	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_790_lociStitched	chr10	8349690	8352976	3	1522	3476.9166	321.3708	524	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2984_lociStitched	chr17	60469540	60470450	1	911	3972.241	824.369	525	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4582_lociStitched	chr3	13474708	13477000	3	1511	3720.1452	581.7096	526	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6210_lociStitched	chr8	80256441	80258499	2	1497	3398.5812	272.8908	527	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2101_lociStitched	chr14	77109555	77112540	3	1563	3381.408	267.456	528	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_3317_lociStitched	chr19	46924317	46926590	3	1753	3449.0502	347.3144	529	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6097_lociStitched	chr7	156744859	156749513	3	1618	3217.3102	120.0732	530	0
5_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_3936_lociStitched	chr2	235543327	235546188	5	1961	3382.2742	300.6911	531	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_726_lociStitched	chr10	336867	338095	1	1229	3571.7608	509.8656	532	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1884_lociStitched	chr13	46134707	46136537	2	1483	3525.312	464.088	533	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_3883_lociStitched	chr2	219398413	219401240	3	1724	3609.2309	550.1342	534	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_3992_lociStitched	chr20	3810349	3812594	3	1248	3715.6995	685.623	535	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6795_lociStitched	chr9	123326587	123328673	3	1546	3593.5522	570.7296	536	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6327_lociStitched	chr8	99903967	99906530	3	1747	3367.5257	346.5176	537	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_3979_lociStitched	chr2	241890295	241892481	2	1704	3292.3346	279.5894	538	0
4_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6548_lociStitched	chr8	144002872	144005924	4	1506	3317.8292	306.4208	539	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2713_lociStitched	chr16	85320912	85323315	2	1110	3591.7641	586.5723	540	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_3054_lociStitched	chr17	64814519	64816428	3	1625	3486.7885	494.8128	541	0
4_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1075_lociStitched	chr10	113957646	113960483	4	1979	3121.5511	130.2183	542	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4705_lociStitched	chr3	99943707	99945869	2	1724	3433.256	442.3452	543	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_3970_lociStitched	chr2	237558015	237560528	3	1562	3397.3247	451.0835	544	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4672_lociStitched	chr3	63913316	63914434	2	834	3963.0864	1018.498	545	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6525_lociStitched	chr8	128427503	128429006	2	1281	3123.9855	180.6606	546	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_788_lociStitched	chr10	8127590	8130150	2	1821	3386.368	443.648	547	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6487_lociStitched	chr8	124854999	124857591	2	794	3712.2624	773.9712	548	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1648_lociStitched	chr12	74870587	74873564	2	1542	3038.3262	116.4007	549	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4488_lociStitched	chr21	43711741	43713948	2	1546	3241.8623	324.6497	550	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_3900_lociStitched	chr2	225841400	225845658	2	1080	3039.7862	126.0368	551	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_3215_lociStitched	chr19	16462091	16464730	3	1194	3242.5393	338.8476	552	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2331_lociStitched	chr15	87209715	87213240	3	1220	3208.455	306.3225	553	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_970_lociStitched	chr10	63629779	63634660	3	808	3221.46	324.0984	554	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_578_lociStitched	chr1	201307174	201309366	3	1375	3454.592	559.6176	555	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_682_lociStitched	chr1	233704262	233707559	2	1538	3096.5424	203.0952	556	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5054_lociStitched	chr4	87658115	87660721	3	1762	3059.7046	166.2628	557	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1565_lociStitched	chr12	53370538	53372806	2	1587	3250.2708	362.6532	558	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6390_lociStitched	chr8	102600172	102602034	2	1034	3607.0664	721.7112	559	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6536_lociStitched	chr8	142814655	142815871	1	1217	3075.9936	192.9792	560	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6154_lociStitched	chr8	49794889	49798513	3	1234	3140.9208	262.3776	561	0
4_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4533_lociStitched	chr22	31342514	31344892	4	1651	3065.4798	190.4778	562	0
4_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_975_lociStitched	chr10	69332269	69335003	4	1471	3235.4156	377.0186	563	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_3667_lociStitched	chr2	137674125	137677289	3	1736	2945.684	88.592	564	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2026_lociStitched	chr14	68305718	68308335	3	2034	3056.1326	202.2941	565	0
4_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5094_lociStitched	chr4	140659244	140662578	4	1561	3027.6054	177.7022	566	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2701_lociStitched	chr16	84729734	84732926	2	886	3362.1336	512.316	567	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_47_lociStitched	chr1	17559312	17562325	3	1251	3197.3956	348.9054	568	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5817_lociStitched	chr7	2689516	2691398	2	1013	3142.1872	296.9796	569	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5513_lociStitched	chr6	25192521	25196151	3	1164	2980.23	138.666	570	0
1_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5423_lociStitched	chr5	173330011	173331657	1	1647	3180.5658	340.3928	571	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1853_lociStitched	chr13	33695974	33698719	3	1684	2903.9355	65.88	572	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_3868_lociStitched	chr2	217653618	217657217	2	615	3258.5346	421.4429	573	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_898_lociStitched	chr10	24541575	24543968	2	1591	3088.6451	252.4615	574	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4738_lociStitched	chr3	113552133	113558000	2	583	3522.5468	690.5459	575	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_3861_lociStitched	chr2	217365837	217368381	3	1859	3108.0048	279.5856	576	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2_lociStitched	chr1	357892	360871	2	1227	3234.8961	412.5915	577	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5356_lociStitched	chr5	139147135	139149654	3	1440	3258.0746	439.0617	578	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_14_lociStitched	chr1	8061642	8070974	2	855	3442.5748	627.1104	579	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1270_lociStitched	chr11	68341963	68343686	2	1526	2885.8527	75.1228	580	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1947_lociStitched	chr14	43311782	43314675	3	1567	2888.6605	83.897	581	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1374_lociStitched	chr12	6273435	6280006	2	620	3441.8898	641.9867	582	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4585_lociStitched	chr3	13512960	13514967	3	1539	3136.7403	340.5879	583	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2370_lociStitched	chr15	90035204	90046768	2	631	4719.2684	1924.2496	584	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2643_lociStitched	chr16	73054676	73056922	2	2184	2891.725	100.1716	585	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2637_lociStitched	chr16	72926400	72929030	3	1719	3253.047	462.354	586	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_732_lociStitched	chr10	3467677	3470051	3	1604	2978.8952	193.9558	587	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4154_lociStitched	chr20	48863880	48865583	2	730	3776.4025	992.3381	588	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_3047_lociStitched	chr17	64081773	64083156	2	1251	2945.5134	174.6729	589	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5212_lociStitched	chr5	66634206	66644685	2	725	3505.2255	736.6737	590	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5416_lociStitched	chr5	172903417	172905796	3	1236	3101.9781	334.2495	591	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2378_lociStitched	chr15	91942355	91944472	3	1448	3158.9874	399.6896	592	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6568_lociStitched	chr9	5872308	5879059	2	701	3363.3482	604.2145	593	0
4_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1014_lociStitched	chr10	93436027	93438777	4	1493	2985.675	228.525	594	0
4_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6960_lociStitched	chrX	22133901	22136853	4	1426	3028.1616	273.06	595	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6990_lociStitched	chrX	115862182	115874357	2	526	6250.645	3502.7475	596	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_5790_lociStitched	chr7	538622	540997	2	1475	3122.65	377.15	597	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1981_lociStitched	chr14	55121264	55123670	3	1203	3122.2662	381.351	598	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_3265_lociStitched	chr19	38836803	38839423	2	1237	3215.788	475.268	599	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4817_lociStitched	chr3	141455195	141457324	2	1505	3132.8235	392.5876	600	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1390_lociStitched	chr12	12583336	12588352	2	705	2968.9704	238.26	601	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4986_lociStitched	chr4	6631813	6634378	3	1538	3014.388	283.9455	602	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4636_lociStitched	chr3	50150086	50152552	2	908	3374.721	645.3522	603	0
4_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_6945_lociStitched	chrX	12985284	12988655	4	1302	2840.0675	116.6366	604	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_2323_lociStitched	chr15	87153497	87156662	3	1042	2951.9955	232.6275	605	0
2_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_4662_lociStitched	chr3	62006581	62008564	2	746	3788.9181	1072.0098	606	0
3_/mnt/vdb/MACS/cells/ENCFF000VHВ_peak_1452_lociStitched	chr12	46491964	46495118	3	1378	2799.175	83.2656	607	0
